Date,Rank,Title,Author,Publisher,Description
10-16-2011,15,THE RACE,Clive Cussler and Justin Scott,"Pu tnam,",
10-16-2011,16,ROBERT B. PARKER‘S KILLING THE BLUES,Michael  Brandman,,
04-02-1995,1,THE CELESTINE PROPHECY,James Redfield,"Warne r,",
04-02-1995,2,OUR GAME,John le Carré,"Knopf,",
04-02-1995,3,BORDER MUSIC,Robert James Waller,"Warner,",
04-02-1995,4,POLITICALLY CORRECT BEDTIME STORIES,James Fin n Garner,,
04-02-1995,5,THE GLASS LAKE,Maeve Binchy,"Delacorte,",
04-02-1995,6,ORIGINAL SIN,P.D. James,"Knopf,",
04-02-1995,7,DAISY-HEAD MAYZIE,Dr. Seuss,"Random House,",
04-02-1995,8,THE BRIDGES OF MADISON COUNTY,Robert James Wa ller,,
04-02-1995,9,SILENT TREATMENT,Michael Palmer,"Bantam,",
04-02-1995,10,MUTANT MESSAGE DOWN UNDER,Marlo Morgan,"Har perCollins,",
04-02-1995,11,KISS THE GIRLS,James Patterson,"Little, Bro wn,",
04-02-1995,12,PHENOMENAL WOMAN,Maya Angelou,"Random House ,",
04-02-1995,13,THE JUROR,George Dawes Green,"Warner,",
04-02-1995,14,THE CUNNING MAN,Robertson Davies,"Viking,",
04-02-1995,15,MCNALLY'S TRIAL,Lawrence Sanders,"Putnam,",
04-02-1995,16,HOME SONG,LaVyrle Spencer,"Putnam,",
03-04-1984,1,PET SEMATARY,Stephen King,"Doubleday,",
03-04-1984,2,SMART WOMEN,Judy Blume,"Putnam,",
03-04-1984,3,"WHO KILLED THE ROBINS FAMILY?, created by Bill Ad ler and written by",,,
03-04-1984,4,POLAND,James A. Michener,"Random House,",
03-04-1984,5,ALMOST PARADISE,Susan Isaacs,"Harper & Row,",
03-04-1984,6,THE NAME OF THE ROSE,Umberto Eco,,
03-04-1984,7,THE STORY OF HENRI TOD,William F. Buckley Jr,"Doubleday,",
03-04-1984,8,BERLIN GAME,Len Deighton,"Knopf,",
03-04-1984,9,CHANGES,Danielle Steel,"Delacorte,",
03-04-1984,10,NIGHT SKY,Clare Francis,"Morrow,",
03-04-1984,11,THE WICKED DAY,Mary Stewart,"Morrow,",
03-04-1984,12,THE JOURNEYER,Gary Jennings,"Atheneum,",
03-04-1984,13,NERVE ENDINGS,William Martin,"Crown,",
03-04-1984,14,DREAM WEST,David Nevin,"Putnam,",
03-04-1984,15,MORETA: DRAGONLADY OF PERN,Anne McCaffrey,,
06-02-2002,1,THE SHELTERS OF STONE,Jean M. Auel,"Crown,",
06-02-2002,2,MORTAL PREY,John Sandford,"Putnam,",
06-02-2002,3,DADDY'S LITTLE GIRL,Mary Higgins Clark,"Simo n & Schuster,",
06-02-2002,4,STAR WARS: EPISODE 2 -- ATTACK OF THE CLONES,R. A. Salvatore,,
06-02-2002,5,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,,
06-02-2002,6,THE WAILING WIND,Tony Hillerman,"HarperColli ns,",
06-02-2002,7,A THOUSAND COUNTRY ROADS,Robert James Waller,,
06-02-2002,8,THE SUMMONS,John Grisham,"Doubleday,",
06-02-2002,9,EVERYTHING'S EVENTUAL,Stephen King,"Scribner ,",
06-02-2002,10,IF LOOKS COULD KILL,Kate White,"Warner,",
06-02-2002,11,THIEVES’ PARADISE,Eric Jerome Dickey,"Dutto n,",
06-02-2002,12,CITY OF BONES,Michael Connelly,"Little, Bro wn,",
06-02-2002,13,ATONEMENT,Ian McEwan,"Nan A. Talese/ Double day,",
06-02-2002,14,GONE FOR GOOD,Harlan Coben,"Delacorte,",
06-02-2002,15,THREE FATES,Nora Roberts,"Putnam,",
04-08-1973,1,THE ODESSA FILE,Frederick Forsyth,Viking Pr ess.,
04-08-1973,2,JONATHAN LIVINGSTON SEAGULL,Richard Bach,,
04-08-1973,3,GREEN DARKNESS,Anya Seton,Houghton Mifflin Company.,
04-08-1973,4,THE TAKING OF PELHAM ONE TWO THREE,John Godey,,
04-08-1973,5,SEMI-TOUGH,Dan Jenkins,Atheneum.,
04-08-1973,6,THE SUNLIGHT DIALOGUES,John Gardner,Random House.,
04-08-1973,7,ONCE IS NOT ENOUGH,Jacqueline Susann,Willia m Morrow and Company.,
04-08-1973,8,THE CAMERONS,Robert Crichton,Alfred a Knopf .,
04-08-1973,9,THE PERSIAN BOY,Mary Renault,Pantheon.,
04-08-1973,10,ELEPHANTS CAN REMEMBER,Agatha Christie,,
06-16-2002,1,IN THIS MOUNTAIN,Jan Karon,"Viking,",
06-16-2002,2,THE SHELTERS OF STONE,Jean M. Auel,"Crown,",
06-16-2002,3,MORTAL PREY,John Sandford,"Putnam,",
06-16-2002,4,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,,
06-16-2002,5,STAR WARS: EPISODE 2 — ATTACK OF THE CLONES,R . A. Salvatore,,
06-16-2002,6,THE WAILING WIND,Tony Hillerman,"HarperColli ns,",
06-16-2002,7,DADDY'S LITTLE GIRL,Mary Higgins Clark,"Simo n & Schuster,",
06-16-2002,8,THE SUMMONS,John Grisham,"Doubleday,",
06-16-2002,9,A THOUSAND COUNTRY ROADS,Robert James Waller,,
06-16-2002,10,COURTING TROUBLE,Lisa Scottoline,"HarperCol lins,",
06-16-2002,11,DON'T LOOK BACK,Amanda Quick,"Bantam,",
06-16-2002,12,SIN KILLER,Larry McMurtry,"Simon & Schuster ,",
06-16-2002,13,IF LOOKS COULD KILL,Kate White,"Warner,",
06-16-2002,14,EVERYTHING'S EVENTUAL,Stephen King,"Scribne r,",
06-16-2002,15,ATONEMENT,Ian McEwan,"Nan A. Talese/ Double day,",
09-11-1955,1,AUNTIE MAME,Patrick Dennis,Vanguard Press.,
09-11-1955,2,BONJOUR TRISTESSE,Francoise Sagan,"E. P. Dutto n and Co., Inc.",
09-11-1955,3,SOMETHING OF VALUE,Robert Ruark,Doubleday and  Co.,
09-11-1955,4,THE MAN IN THE GRAY FLANNEL SUIT,Sloan Wilson,,
09-11-1955,5,THE FLOWER GIRLS,Clemence Dane,W. W. Norton a nd Company.,
09-11-1955,6,BAND OF ANGELS,Robert Penn Warren,Random Hous e.,
09-11-1955,7,GRANDFATHER STORIES,Samuel Hopkins Adams,Rand om House.,
09-11-1955,8,THE SIXTH OF JUNE,Lionel Shapiro,Doubleday.,
09-11-1955,9,NOT AS A STRANGER,Morton Thompson,Charles Scr ibner's Sons.,
09-11-1955,10,EXCELSIOR!,Paul Hyde Bonner,Charles Scribner' s Sons.,
09-11-1955,11,NO TIME FOR SERGEANTS,Mac Hyman,"Random House,  Inc.",
09-11-1955,12,THE WINE OF YOUTH,Robert Wilder,G. P. Putnam' s Sons.,
09-11-1955,13,OFFICERS AND GENTLEMEN,Evelyn Waugh,Little Br own and Co.,
09-11-1955,14,THE GREAT MAN,Al Morgan,"E. P. Dutton and Co.,  Inc.",
09-11-1955,15,THE DINNER PARTY,Gretchen Finletter,Harper an d Brothers.,
09-11-1955,16,79 PARK AVENUE,Harold Robbins,Alfred A. Knopf .,
11-04-1990,1,THE PLAINS OF PASSAGE,Jean M. Auel,"Crown,",
11-04-1990,2,LADY BOSS,Jackie Collins,"Simon & Schuster,",
11-04-1990,3,FOUR PAST MIDNIGHT,Stephen King,"Viking,",
11-04-1990,4,MEMORIES OF MIDNIGHT,Sidney Sheldon,"Morrow,",
11-04-1990,5,LONGSHOT,Dick Francis,"Putnam,",
11-04-1990,6,BUFFALO GIRLS,Larry McMurtry,"Simon & Schust er,",
11-04-1990,7,THE FIRST MAN IN ROME,Colleen McCullough,"Mo rrow,",
11-04-1990,8,RABBIT AT REST,John Updike,"Knopf,",
11-04-1990,9,THE BURDEN OF PROOF,Scott Turow,"Farrar, Str aus & Giroux,",
11-04-1990,10,UNDER SIEGE,Stephen Coonts,"Pocket,",
11-04-1990,11,THE GENERAL IN HIS LABYRINTH,Gabriel Garcia Marquez,"Knopf,",
11-04-1990,12,"OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) The",,,
11-04-1990,13,HOCUS POCUS,Kurt Vonnegut,"Putnam,",
11-04-1990,14,THE STAND,Stephen King,"Doubleday,",
11-04-1990,15,SURRENDER THE PINK,Carrie Fisher,"Simon & S chuster,",
08-22-1982,1,THE PRODIGAL DAUGHTER,Jeffrey Archer,"Linden  Press,",
08-22-1982,2,DIFFERENT SEASONS,Stephen King,"Viking,",
08-22-1982,3,THE PARSIFAL MOSAIC,Robert Ludlum,"Random Ho use,",
08-22-1982,4,THE MAN FROM ST. PETERSBURG,Ken Follett,"Mor row,",
08-22-1982,5,CINNAMON SKIN,John D. MacDonald,"Harper & Ro w,",
08-22-1982,6,THE CASE OF LUCY BENDING,Lawrence Sanders,"P utnam's,",
08-22-1982,7,EDEN BURNING,Belva Plain,"Delacorte,",
08-22-1982,8,NORTH AND SOUTH,John Jakes,"Harcourt Brace J ovanovich,",
08-22-1982,9,THE ONE TREE,Stephen R. Donaldson,"Ballantin e/Del Rey,",
08-22-1982,10,FOR SPECIAL SERVICES,John Gardner,,
08-22-1982,11,TOUCH THE DEVIL,Jack Higgins,"Stein & Day,",
08-22-1982,12,FRIDAY,Robert A. Heinlein,"Holt, Rinehart &  Winston,",
08-22-1982,13,DINNER AT THE HOMESICK RESTAURANT,Anne Tyler ,"Knopf,",
08-22-1982,14,THY BROTHER'S WIFE,Andrew M. Greeley,"Warne r/Geis,",
08-22-1982,15,CELEBRITY,Thomas Thompson,"Doubleday,",
06-13-1932,1,THE FOUNTAIN,Charles Morgan,Knopf.,
06-13-1932,2,THE GOOD EARTH,Pearl S. Buck,John Day.,
06-13-1932,3,DISTRICT NURSE,Faith Baldwin,Farrar & Rineh art.,
10-27-1991,1,SCARLETT,Alexandra Ripley,"Warner,",
10-27-1991,2,NEEDFUL THINGS,Stephen King,"Viking,",
10-27-1991,3,THE SUM OF ALL FEARS,Tom Clancy,"Putnam,",
10-27-1991,4,NIGHT OVER WATER,Ken Follett,"Morrow,",
10-27-1991,5,THE DOOMSDAY CONSPIRACY,Sidney Sheldon,"Morr ow,",
10-27-1991,6,ALL THE WEYRS OF PERN,Anne McCaffrey,"Del Re y/Ballantine,",
10-27-1991,7,"OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random H ouse, $12.95.) Verse",,,
10-27-1991,8,THE FIRM,John Grisham,"Doubleday,",
10-27-1991,9,THE DECEIVER,Frederick Forsyth,"Bantam,",
10-27-1991,10,SAINT MAYBE,Anne Tyler,"Knopf,",
10-27-1991,11,THE DRAGON REBORN,Robert Jordan,"Tor,",
10-27-1991,12,SLEEPING BEAUTY,Judith Michael,"Poseidon,",
10-27-1991,13,FLOWERS IN THE RAIN,Rosamunde Pilcher,"Dunn e/St. Martin's,",
10-27-1991,14,HARLOT'S GHOST,Norman Mailer,"Random House,",World events of the past few decades as seen by three Yankee aristo crats who work for the C
10-27-1991,15,THE KITCHEN GOD'S WIFE,Amy Tan,"Putnam,",
12-12-1999,1,HARRY POTTER AND THE CHAMBER OF SECRETS,J. K.  Rowling,,
12-12-1999,2,HARRY POTTER AND THE PRISONER OF AZKABAN,J. K . Rowling,,
12-12-1999,3,HARRY POTTER AND THE SORCERER'S STONE,J. K. R owling,,
12-12-1999,4,TIMELINE,Michael Crichton,"Knopf,",
12-12-1999,5,IRRESISTIBLE FORCES,Danielle Steel,"Delacort e,",
12-12-1999,6,SAVING FAITH,David Baldacci,"Warner,",A man and a woman get caught in F.B
12-12-1999,7,A WALK TO REMEMBER,Nicholas Sparks,"Warner,",
12-12-1999,8,POP GOES THE WEASEL,James Patterson,"Little,  Brown,",
12-12-1999,9,HUNTING BADGER,Tony Hillerman,"HarperCollins ,",Two Navajo lawmen search for the truth behind a murder and the  F.B
12-12-1999,10,HEARTS IN ATLANTIS,Stephen King,"Scribner,",
12-12-1999,11,PERSONAL INJURIES,Scott Turow,"Farrar, Stra us & Giroux,",A crooked lawyer joins forces with an F.B
12-12-1999,12,"""O"" IS FOR OUTLAW",Sue Grafton,"Wood/Holt,",
12-12-1999,13,BLUE AT THE MIZZEN,Patrick O'Brian,"Norton,",
12-12-1999,14,TARA ROAD,Maeve Binchy,"Delacorte,",
12-12-1999,15,THE LOOKING GLASS,Richard Paul Evans,"Simon  & Schuster,",
12-12-1999,16,PLAINSONG,Kent Haruf,"Knopf,",
05-04-2014,1,THE COLLECTOR,Nora Roberts,Putnam.,
05-04-2014,2,THE GOLDFINCH,Donna Tartt,"Little, Brown.",
05-04-2014,3,I'VE GOT YOU UNDER MY SKIN,Mary Higgins Clark ,Simon & Schuster.,
05-04-2014,4,NYPD RED 2,James Patterson and Marshall Karp,"Little, Brown.",
05-04-2014,5,KEEP QUIET,Lisa Scottoline,St. Martin's.,
05-04-2014,6,THE INVENTION OF WINGS,Sue Monk Kidd,Viking .,
05-04-2014,7,CARNAL CURIOSITY,Stuart Woods,Putnam.,
05-04-2014,8,MISSING YOU,Harlan Coben,Dutton.,"Kat Donov an, an N.Y.P"
05-04-2014,9,GONE GIRL,Gillian Flynn,Crown.,
05-04-2014,10,THE HUSBAND'S SECRET,Liane Moriarty,Amy Ei nhorn/Putnam.,
05-04-2014,11,SYCAMORE ROW,John Grisham,Doubleday.,
05-04-2014,12,THE KING,J. R. Ward,New American Library.,
05-04-2014,13,BE CAREFUL WHAT YOU WISH FOR,Jeffrey Archer,St. Martin's.,
05-04-2014,14,FROG MUSIC,Emma Donoghue,"Little, Brown.",
05-04-2014,15,THE STORIED LIFE OF A. J. FIKRY,Gabrielle Ze vin,Algonquin.,
05-04-2014,16,WORDS OF RADIANCE,Brandon Sanderson,Tor/To m Doherty.,
09-25-2022,1,FAIRY TALE,Stephen King,Scribner.,
09-25-2022,2,DESPERATION IN DEATH,J.D. Robb,St. Martin's .,
09-25-2022,3,CARRIE SOTO IS BACK,Taylor Jenkins Reid,Bal lantine.,
09-25-2022,4,ALL GOOD PEOPLE HERE,Ashley Flowers with Alex  Kiester,Bantam.,
09-25-2022,5,THE MARRIAGE PORTRAIT,Maggie O'Farrell,Knop f.,
09-25-2022,6,THE 6:20 MAN,David Baldacci,Grand Central.,
09-25-2022,7,CLIVE CUSSLER'S HELLBURNER,Mike Maden,Putna m.,
09-25-2022,8,HELL AND BACK,Craig Johnson,Viking.,
09-25-2022,9,KILLERS OF A CERTAIN AGE,Deanna Raybourn,Be rkley.,
09-25-2022,10,THE INK BLACK HEART,Robert Galbraith,Mulho lland.,
09-25-2022,11,THE LAST THING HE TOLD ME,Laura Dave,Simon  & Schuster.,
09-25-2022,12,OTHER BIRDS,Sarah Addison Allen,St. Martin 's.,
09-25-2022,13,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubled ay.,
09-25-2022,14,THE MIDNIGHT LIBRARY,Matt Haig,Viking.,
09-25-2022,15,THE RISING TIDE,Ann Cleeves,Minotaur.,
10-24-2021,1,THE LINCOLN HIGHWAY,Amor Towles,Viking.,
10-24-2021,2,THE WISH,Nicholas Sparks,Grand Central.,
10-24-2021,3,CLOUD CUCKOO LAND,Anthony Doerr,Scribner.,
10-24-2021,4,CROSSROADS,Jonathan Franzen,"Farrar, Straus & Giroux.",
10-24-2021,5,APPLES NEVER FALL,Liane Moriarty,Holt.,
10-24-2021,6,HARLEM SHUFFLE,Colson Whitehead,Doubleday.,
10-24-2021,7,THE BUTLER,Danielle Steel,Delacorte.,
10-24-2021,8,THE LAST THING HE TOLD ME,Laura Dave,Simon & Schuster.,
10-24-2021,9,BILLY SUMMERS,Stephen King,Scribner.,
10-24-2021,10,THE JAILHOUSE LAWYER,James Patterson and Nan cy Allen,"Little, Brown.",
10-24-2021,11,BEWILDERMENT,Richard Powers,Norton.,
10-24-2021,12,THREE SISTERS,Heather Morris,St. Martin's.,
10-24-2021,13,"BEAUTIFUL WORLD, WHERE ARE YOU",Sally Rooney,,
10-24-2021,14,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwa b,Tor/Forge.,
10-24-2021,15,VINCE FLYNN: ENEMY AT THE GATES,Kyle Mills,Emily Bestler/Atria.,
06-22-1975,1,THE MONEYCHANGERS,Arthur Hailey,"Doubleday,",
06-22-1975,2,CENTENNIAL,James Michener,"Random House,",
06-22-1975,3,SHARDIK,Richard Adams,"Simon & Schuster,",
06-22-1975,4,THE DREADFUL LEMON SKY,"John D, MacDonald","Li ppincott,",
06-22-1975,5,THE PROMISE OF JOY,Allen Drury,"Doubleday,",
06-22-1975,6,THE MASSACRE AT FALL CREEK,Jessamyn West,,
06-22-1975,7,SPINDRIFT,Phyllis A. Whitney,"Doubleday,",
06-22-1975,8,A MONTH OF SUNDAYS,John Updike,"Knopf,",
06-22-1975,9,"THE SEVEN-PER-CENT SOLUTION, edited by Nicholas M eyer.  (Dutton, $6.95.)",,,
06-22-1975,10,LOOKING FOR MR. GOODBAR,Judith Rossner,"Sim on &Schuster,",
06-27-1982,1,THE PARSIFAL MOSAIC,Robert Ludlum,"Random Ho use,",
06-27-1982,2,THE MAN FROM ST. PETERSBURG,Ken Follett,"Mor row,",
06-27-1982,3,THE PRODIGAL DAUGHTER,Jeffrey Archer,"Linden  Press,",
06-27-1982,4,THE ONE TREE,Stephen R. Donaldson,"Ballantin e/Del Rey,",
06-27-1982,5,EDEN BURNING,Belva Plain,"Delacorte,",
06-27-1982,6,NORTH AND SOUTH,John Jakes,"Harcourt Brace J ovanovich,",
06-27-1982,7,FOR SPECIAL SERVICES,John Gardner,,
06-27-1982,8,CELEBRITY,Thomas Thompson,"Doubleday,",
06-27-1982,9,DINNER AT THE HOMESICK RESTAURANT,Anne Tyler,"Knopf,",
06-27-1982,10,THY BROTHER'S WIFE,Andrew M. Greeley,"Warne r/Geis,",
06-27-1982,11,TWICE SHY,Dick Francis,"Putnam's,",
06-27-1982,12,FRIDAY,Robert A. Heinlein,"Holt, Rinehart &  Winston,",
06-27-1982,13,"PUBLIC SMILES, PRIVATE TEARS",Helen Van Slyke  with James Elward,,
06-27-1982,14,"DUTCH SHEA, JR.",John Gregory Dunne,"Linden Press,",
06-27-1982,15,A MOTHER AND TWO DAUGHTERS,Gail Godwin,"Vik ing,",
01-22-2023,1,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleda y.,
01-22-2023,2,THE HOUSE IN THE PINES,Ana Reyes,Dutton.,
01-22-2023,3,WITHOUT A TRACE,Danielle Steel,Delacorte.,
01-22-2023,4,THE BOYS FROM BILOXI,John Grisham,Doubleday .,
01-22-2023,5,DEMON COPPERHEAD,Barbara Kingsolver,Harper.,
01-22-2023,6,FAIRY TALE,Stephen King,Scribner.,
01-22-2023,7,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabriell e Zevin,,
01-22-2023,8,MAD HONEY,Jodi Picoult and Jennifer Finney Bo ylan,Ballantine.,
01-22-2023,9,THE MIDNIGHT LIBRARY,Matt Haig,Viking.,
01-22-2023,10,BABEL,R.F. Kuang,Harper Voyager.,
01-22-2023,11,AGE OF VICE,Deepti Kapoor,Riverhead.,
01-22-2023,12,A WORLD OF CURIOSITIES,Louise Penny,Minota ur.,
01-22-2023,13,THE VILLA,Rachel Hawkins,St. Martin's.,
01-22-2023,14,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco.,
01-22-2023,15,DREAMLAND,Nicholas Sparks,Random House.,
04-12-1943,1,THE ROBE,Lloyd C. Douglas,Houghton Mifflin.,
04-12-1943,2,THE VALLEY OF DECISION,Marcia Davenport,Scr ibner.,
04-12-1943,3,THE HUMAN COMEDY,William Saroyan,"Harcourt, Brace.",
04-12-1943,4,THE FOREST AND THE FORT,Hervey Allen,Farrar  & Rinehart.,
04-12-1943,5,MRS. PARKINGTON,Louis Bromfield,Harper.,
05-25-1942,1,THE MOON IS DOWN,John Steinbeck,Viking.,
05-25-1942,2,ISLANDIA,Austin Wright,Farrar & Rinehart.,
05-25-1942,3,THE SONG OF BERNADETTE,Franz Werfel,Viking.,
05-25-1942,4,THE STRONG CITY,Taylor Caldwell,Scribner.,
05-25-1942,5,DRAGON SEED,Pearl S. Buck,Day.,
07-10-1983,1,"RETURN OF THE JEDI, adapted by Joan D. Vinge. (Ra ndom House, $6.95.)",,,
07-10-1983,2,THE LITTLE DRUMMER GIRL,John le Carré,"Knopf ,",A British actress caught between Israeli intelligence agents and P.L
07-10-1983,3,THE NAME OF THE ROSE,Umberto Eco,,
07-10-1983,4,CHRISTINE,Stephen King,"Viking,",
07-10-1983,5,HEARTBURN,Nora Ephron,"Knopf,",
07-10-1983,6,THE SUMMER OF KATYA,Trevanian,"Crown,",
07-10-1983,7,ASCENT INTO HELL,Andrew M. Greeley,"Bernard  Geis/Warner,",
07-10-1983,8,WHITE GOLD WIELDER,Stephen R. Donaldson,"Bal lantine/Del Rey,",
07-10-1983,9,VOICE OF THE HEART,Barbara Taylor Bradford,"Doubleday,",
07-10-1983,10,THE LONESOME GODS,Louis L'Amour,"Bantam,",
07-10-1983,11,ANCIENT EVENINGS,Norman Mailer,"Little, Bro wn,",
07-10-1983,12,THE WARLORD,Malcolm Bosse,"Simon &  Schuste r,",
07-10-1983,13,BANKER,Dick Francis,"Putnam,",
07-10-1983,14,THE VALLEY OF HORSES,Jean M. Auel,"Crown,",
07-10-1983,15,GODPLAYER,Robin Cook,"Putnam,",
03-21-2004,1,3RD DEGREE,James Patterson and Andrew Gross,"Little, Brown,",
03-21-2004,2,THE DA VINCI CODE,Dan Brown,"Doubleday,",
03-21-2004,3,THE LAST JUROR,John Grisham,"Doubleday,",
03-21-2004,4,THE FIVE PEOPLE YOU MEET IN HEAVEN,Mitch Albo m,"Hyperion,",
03-21-2004,5,RANSOM,Danielle Steel,"Delacorte,",
03-21-2004,6,ANGELS & DEMONS,Dan Brown,"Atria,",
03-21-2004,7,A DEATH IN VIENNA,Daniel Silva,"Putnam,",
03-21-2004,8,THE PRINCES OF IRELAND,Edward Rutherfurd,"Do ubleday,",
03-21-2004,9,"AIN'T SHE SWEET? by Susan Elizabeth Phillips. (Mo rrow, $24.95.) A woman who",,,
03-21-2004,10,THE BIRTH OF VENUS,Sarah Dunant,"Random Hou se,",
03-21-2004,11,THE IDEAL BRIDE,Stephanie Laurens,"Morrow,",
03-21-2004,12,THE AMATEUR MARRIAGE,Anne Tyler,"Knopf,",
03-21-2004,13,"THE JOURNALS OF ELEANOR DRUSE. (Hyperion, $22.95 .) Detailing the",,,
03-21-2004,14,ABSOLUTE FRIENDS,John le Carré,"Little, Bro wn,",
03-21-2004,15,THE ZERO GAME,Brad Meltzer,"Warner,",
08-06-2023,1,FOURTH WING,Rebecca Yarros,Red Tower.,
08-06-2023,2,THE COLLECTOR,Daniel Silva,Harper.,
08-06-2023,3,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleda y.,
08-06-2023,4,HAPPY PLACE,Emily Henry,Berkley.,
08-06-2023,5,THE COVENANT OF WATER,Abraham Verghese,Grov e.,
08-06-2023,6,CROOK MANIFESTO,Colson Whitehead,Doubleday.,
08-06-2023,7,THE FIVE-STAR WEEKEND,Elin Hilderbrand,"Litt le, Brown.",
08-06-2023,8,A SOUL OF ASH AND BLOOD,Jennifer L. Armentrou t,Blue Box.,
08-06-2023,9,DEMON COPPERHEAD,Barbara Kingsolver,Harper.,
08-06-2023,10,OBSESSED,James Patterson and James O. Born,"Little, Brown.",
08-06-2023,11,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabriel le Zevin,Knopf.,
08-06-2023,12,HELLO BEAUTIFUL,Ann Napolitano,Dial.,
08-06-2023,13,THE ONLY ONE LEFT,Riley Sager,Dutton.,
08-06-2023,14,IMMORTAL LONGINGS,Chloe Gong,Gallery/Saga.,
08-06-2023,15,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco.,
05-23-1971,1,THE PASSIONS OF THE MIND,Irving Stone,Doubl eday and Company.,
05-23-1971,2,QB VII,Leon Uris,"Doubleday & Company, Inc.",
05-23-1971,3,THE NEW CENTURIONS,Joseph Wambaugh,"Little, Brown and Company.",
05-23-1971,4,THE UNDERGROUND MAN,Ross Macdonald,Random H ouse.,
05-23-1971,5,THE THRONE OF SATURN,Allen Drury,Doubleday.,
05-23-1971,6,THE BELL JAR,Sylvia Plath,Harper and Row.,
05-23-1971,7,SUMMER OF '42,Herman Raucher,G. P. Putnam's  Sons.,
05-23-1971,8,ANGLE OF REPOSE,Wallace Stegner,Doubleday &  Company.,
05-23-1971,9,PASSENGER TO FRANKFURT,Agatha Christie,"Dodd , Mead and Company.",
05-23-1971,10,"RICH MAN, POOR MAN",Irwin Shaw,Delacorte Pr ess.,
03-11-2018,1,THE GREAT ALONE,Kristin Hannah,St. Martin's .,
03-11-2018,2,FIFTY FIFTY,James Patterson and Candice Fox,"Little, Brown.",
03-11-2018,3,THE WOMAN IN THE WINDOW,A.J. Finn,Morrow.,
03-11-2018,4,AN AMERICAN MARRIAGE,Tayari Jones,Algonquin .,
03-11-2018,5,STILL ME,Jojo Moyes,Pamela Dorman/Viking.,
03-11-2018,6,LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin Press.,
03-11-2018,7,LOOK FOR ME,Lisa Gardner,Dutton.,Sergeant Detective D
03-11-2018,8,BEFORE WE WERE YOURS,Lisa Wingate,Ballantin e.,
03-11-2018,9,ORIGIN,Dan Brown,Doubleday.,
03-11-2018,10,AGENT IN PLACE,Mark Greaney,Berkley.,
03-11-2018,11,THE ROOSTER BAR,John Grisham,Doubleday.,
03-11-2018,12,DARK IN DEATH,J.D. Robb,St. Martin's.,
03-11-2018,13,NIGHT MOVES,Jonathan Kellerman,Ballantine.,
03-11-2018,14,THE WIFE BETWEEN US,Greer Hendricks and Sara h Pekkanen,,
03-11-2018,15,A GENTLEMAN IN MOSCOW,Amor Towles,Viking.,
09-10-2000,1,THE BEAR AND THE DRAGON,Tom Clancy,"Putnam,",
09-10-2000,2,FAITH OF THE FALLEN,Terry Goodkind,"Tor/ Tom  Doherty,",
09-10-2000,3,WINTER SOLSTICE,Rosamunde Pilcher,,
09-10-2000,4,OPEN HOUSE,Elizabeth Berg,"Random House,",
09-10-2000,5,DUST TO DUST,Tami Hoag,"Bantam,",
09-10-2000,6,THE HOUSE ON HOPE STREET,Danielle Steel,"Del acorte,",
09-10-2000,7,PURPLE CANE ROAD,James Lee Burke,"Doubleday,",
09-10-2000,8,STALKER,Faye Kellerman,"Morrow,",While Peter Decker of the L.A.P
09-10-2000,9,NOT A DAY GOES BY,E. Lynn Harris,"Doubleday,",
09-10-2000,10,THE INDWELLING,Tim LaHaye and Jerry B. Jenki ns,"Tyndale,",
09-10-2000,11,THE BRETHREN,John Grisham,"Doubleday,",
09-10-2000,12,OMERTA,Mario Puzo,"Random House,",A n F.B
09-10-2000,13,MR. PERFECT,Linda Howard,"Pocket Books,",
09-10-2000,14,RIPTIDE,Catherine Coulter,"Putnam,",
09-10-2000,15,"NORA, Nora",Anne Rivers Siddons,"HarperColli ns,",
01-24-2010,1,THE HELP,Kathryn Stockett,"Amy Einhorn/Putna m,",
01-24-2010,2,THE LOST SYMBOL,Dan Brown,"Doubleday,",
01-24-2010,3,NOAH’S COMPASS,Anne Tyler,"Knopf,",
01-24-2010,4,IMPACT,Douglas Preston,"Forge,",
01-24-2010,5,"I, ALEX CROSS",James Patterson,"Little, Brown ,",
01-24-2010,6,THE LAST SONG,Nicholas Sparks,"Grand Central ,",
01-24-2010,7,DEEPER THAN THE DEAD,Tami Hoag,"Dutton,",An F.B
01-24-2010,8,SIZZLE,Julie Garwood,"Ballantine,",A fi lm student who witnessed a crime is aided by a handsome F.B
01-24-2010,9,THE HONOR OF SPIES,W. E. B. Griffin and Willi am E. Butterworth IV,,
01-24-2010,10,UNDER THE DOME,Stephen King,"Scribner,",
01-24-2010,11,“U” IS FOR UNDERTOW,Sue Grafton,"Putnam,",
