Author,Number of List Appearances - Author,Genre
Ashley Smith with Stacy Matti ngly,1,Non-fiction
Atul Gawande,94,Non-fiction
Aubrey Menen,14,Fiction
Audie Murphy,14,Non-fiction
Audrey Eyton,20,Non-fiction
Audrey Niffenegger,6,Fiction
Augusten Burroughs,21,Non-fiction
Aurora Ascher,2,Fiction
Austin Channing Brown,5,Non-fiction
Austin K. Gray,1,Non-fiction
Austin Wright,9,Fiction
Ava Gardner,3,Non-fiction
Ava Reid,1,Fiction
Avery Corman,4,Fiction
Avi Loeb,1,Non-fiction
Ayaan Hirsi Ali,14,Non-fiction
Ayana Elizabeth Joh nson,1,Non-fiction
Ayana Mathis,10,Fiction
Ayelet Waldman,1,Non-fiction
Ayn Rand,52,Fiction
Aziz Ansari with Eric Klinenb erg,9,Non-fiction
Aziz Ansari with Eric Klinenbe rg,16,Non-fiction
B. A. Paris,5,Fiction
B. D. Hyman,10,Non-fiction
B. F. Skinner,11,Non-fiction
B. J. Novak,6,Fiction
B. S. Aldrich,1,Fiction
B.A. Botk in,6,Non-fiction
B.A. Botki n,1,Non-fiction
B.A. Botkin,1,Non-fiction
B.A. Paris,1,Fiction
B.D. Hyman,1,Non-fiction
B.D. Zevin,4,Non-fiction
B.H. Liddell Hart,16,Non-fiction
B.J. Chute,2,Fiction
BTS and Myeongseok Kang,8,Non-fiction
Babe Ruth and Bob Consid ine,3,Non-fiction
Bailey White,29,Non-fiction
Bakari Sellers,3,Non-fiction
Baldwin H. Ward,1,Non-fiction
Barack Obama,67,Non-fiction
Barack Obama and Bruce Springsteen,5,Non-fiction
Barack Obama and Bruce Springsteen ,5,Non-fiction
Barbara Branden,6,Non-fiction
Barbara Bush,27,Non-fiction
Barbara Delinsky,41,Fiction
"Barbara Ed elstein, M.D",3,Non-fiction
"Barbara Ede lstein, M.D",1,Non-fiction
Barbara Eden with Wendy Leigh,2,Non-fiction
Barbara Ehrenre ich,1,Non-fiction
Barbara Ehrenreich,19,Non-fiction
Barbara F. Walter,1,Non-fiction
Barbara Gold smith,3,Non-fiction
Barbara Golds mith,10,Non-fiction
Barbara Goldsmith,1,Non-fiction
Barbara Gordon,15,Non-fiction
Barbara Hambly,8,Fiction
Barbara Howar,22,Non-fiction
Barbara Kingsolve r with Steven L. Hopp,5,Non-fiction
Barbara Kingsolve r with Steven L. Hopp and,1,Non-fiction
Barbara Kingsolver,174,Fiction
Barbara Kingsolver  with Steven L. Hopp,12,Non-fiction
Barbara L eaming,1,Non-fiction
Barbara Leaming,1,Non-fiction
Barbara Mandrell with Georg e Vecsey,2,Non-fiction
Barbara Mandrell with George  Vecsey,17,Non-fiction
Barbara McQuade,3,Non-fiction
Barbara Olsen,2,Non-fiction
Barbara Olson,22,Non-fiction
Barbara Pym,4,Non-fiction
Barbara Raskin,11,Fiction
Barbara Sinatra with Wendy Ho lden,2,Non-fiction
Barbara Taylor Br adford,2,Fiction
Barbara Taylor Brad ford,5,Fiction
Barbara Taylor Bradf ord,2,Fiction
Barbara Taylor Bradfor d,1,Fiction
Barbara Taylor Bradford,138,Fiction
Barbara Taylor Bradford ,23,Fiction
Barbara W ard,5,Non-fiction
Barbara W. Tuchman,153,Non-fiction
Barbara Walters,13,Non-fiction
Barbara Ward,8,Non-fiction
Barbara Woodh ouse,7,Non-fiction
Barbara Woodho use,27,Non-fiction
Barbra Streisand,10,Non-fiction
Barnaby Conrad,26,Fiction
Barnaby Conrad. 10 5,1,Non-fiction
Barney Frank,1,Non-fiction
Barrows Dunhams,2,Non-fiction
Barry Benefiel d,4,Fiction
Barry Benefield,1,Fiction
Barry Goldwate r,31,Non-fiction
Barry Lopez,5,Non-fiction
Barry Lopez. Illustrated by Tom Pohrt,4,Fiction
Barry M. Goldwater,17,Non-fiction
Barry M. Goldwater with Jack Casse rly,13,Non-fiction
Barry M. Goldwater with Jack Casser ly,4,Non-fiction
Barry Miles,1,Non-fiction
Barry Switzer with Bud Shra ke,1,Non-fiction
Barry Switzer with Bud Shrak e,8,Non-fiction
Bart D. Ehrman,19,Non-fiction
Bart Spicer,16,Fiction
Bartley C. Crum,19,Non-fiction
Barton Gellman,2,Non-fiction
Basil V. DeVito Jr. with Joe La yden,3,Non-fiction
Baynard Kendrick,7,Fiction
Be n Shapiro,3,Non-fiction
Be th Revis,1,Fiction
Beatrice Talbot,2,Non-fiction
Beatriz Williams,2,Fiction
Bebe Moore Cam pbell,1,Fiction
Bebe Moore Camp bell,1,Fiction
Bebe Moore Campbell,9,Fiction
Beck Dorey-Stein ,2,Non-fiction
Bel Kaufman,63,Fiction
Bela Kornitzer,3,Non-fiction
Bellamy Partridge,39,Non-fiction
Belle Livingstone,1,Non-fiction
Belva Plain,145,Fiction
Ben Ames Williams,93,Fiction
Ben Bradlee,7,Non-fiction
Ben Bradlee Jr,1,Non-fiction
Ben Burman,1,Fiction
Ben C. Carson and Candy  Carson,2,Non-fiction
Ben Carson with Candy Ca rson,6,Non-fiction
Ben Carson with Candy Carson,22,Non-fiction
Ben Folds,1,Non-fiction
Ben Hecht,36,Non-fiction
Ben Hogan,5,Non-fiction
"Ben Kissel, Marcus  Parks and Henry",3,Non-fiction
"Ben Kissel, Marcus Parks and Henry",1,Non-fiction
Ben Macintyre,19,Non-fiction
Ben McKenzie with Jacob Silverman,1,Non-fiction
Ben Mezrich,12,Non-fiction
Ben Rhodes,6,Non-fiction
Ben S. Bernanke,2,Non-fiction
Ben Sasse,5,Non-fiction
Ben Shapiro,10,Non-fiction
Benazir Bhutto,4,Non-fiction
Benedict Freedman and Nancy Freedm an,9,Fiction
Benedict Freedman and Nancy Freedma n,16,Fiction
Benedict XVI,7,Non-fiction
Benjamin C. Bradl ee,1,Non-fiction
Benjamin C. Bradle e,16,Non-fiction
Benjamin Hall,4,Non-fiction
Benjamin Hoff,40,Non-fiction
Benjamin Netanyahu,4,Non-fiction
Benjamin P. Thomas,18,Non-fiction
Benjamin Wallace,1,Non-fiction
Bennet t Cerf,14,Non-fiction
Bennett Cerf,87,Non-fiction
Beppe Severgnini,2,Non-fiction
Ber gen and,1,Non-fiction
Berna rd Goldberg,1,Non-fiction
Bernar d Goldberg,11,Non-fiction
Bernard Asbell,1,Non-fiction
Bernard Augustine De V oto,2,Non-fiction
Bernard Augustine De Voto,1,Fiction
Bernard B. Kerik,4,Non-fiction
Bernard Berenson,3,Non-fiction
Bernard Cornwell,24,Fiction
Bernard Dryer,20,Fiction
Bernard Goldberg,30,Non-fiction
Bernard Lewis,6,Non-fiction
Bernard M. Baruch,68,Non-fiction
Bernard Malamud,38,Fiction
Bernard Shaw,6,Non-fiction
Bernard-Henri Lévy,2,Non-fiction
Bernie S anders with John,3,Non-fiction
Bernie S. Siegel,56,Non-fiction
Bernie Sanders,7,Non-fiction
Bernie Sanders with John,4,Non-fiction
Bernie Taupin,1,Non-fiction
Berry Fleming,1,Fiction
Bertha Damon,1,Non-fiction
Bertha Van Hoosen,10,Non-fiction
Bertita Harding,2,Non-fiction
Bertrand Russel l,1,Non-fiction
Bertrand Russell,16,Non-fiction
Bess Furman,6,Non-fiction
Bess Myerson and Bi ll Adler,8,Non-fiction
Bess Myerson and Bil l Adler,9,Non-fiction
Bess Streeter Aldrich,1,Fiction
Bessie Breuer,1,Fiction
Beth Macy,7,Non-fiction
Beth Moore,6,Non-fiction
Bethany Joy Lenz,2,Non-fiction
Bethany McLean and J oe Nocera,2,Non-fiction
Bethenny Frankel with Eve Adam son,1,Fiction
Bette Bao Lord,38,Fiction
Bette Davis with Michael Hersko witz,8,Non-fiction
Bette Davis with Michael Herskow itz,7,Non-fiction
Bette Midler,17,Fiction
Bettina L. Love,1,Non-fiction
Betty Bacon Blunt,9,Non-fiction
Betty Ford with Chri s Chase,4,Non-fiction
Betty Ford with Chris  Chase,2,Non-fiction
Betty Friedan,13,Non-fiction
Betty Halbreich with Rebe cca Paley,1,Non-fiction
Betty J. Eadie,10,Non-fiction
Betty J. Eadie with Cu rtis Taylor,3,Non-fiction
Betty J. Eadie with Cur tis Taylor,73,Non-fiction
Betty MacDonald,147,Non-fiction
Betty Rollin,7,Non-fiction
Betty Smith,95,Fiction
Betty White,4,Non-fiction
Beverly Sills,5,Non-fiction
Beverly Sills and Lawrence Linderman ,3,Non-fiction
Bi ll Bryson,9,Non-fiction
Bianca Bosker,1,Non-fiction
Bil l Bryson,3,Non-fiction
Bill Adler,25,Non-fiction
Bill Br yson,11,Non-fiction
Bill Bradley,17,Non-fiction
Bill Browder,11,Non-fiction
Bill Bry son,17,Non-fiction
Bill Bryson,99,Non-fiction
"Bill Buford (Knopf, $25.95.) An editor changes his life by apprenticing in",8,Non-fiction
Bill Clinton,43,Non-fiction
Bill Clinton and Ja mes Patterson,6,Fiction
Bill Clinton and Jam es Patterson,25,Fiction
Bill Cosby,108,Non-fiction
Bill Cunningham,1,Non-fiction
Bill Dedman and Paul Clark Ne well Jr,1,Non-fiction
Bill Dedman and Paul Clark New ell Jr,3,Non-fiction
Bill Gates,7,Non-fiction
Bill Gates w ith Collins Hemingway,4,Non-fiction
Bill Gates wi th Collins Hemingway,6,Non-fiction
Bill Gates with Nathan Myhrvo ld and Peter Rinearson,2,Non-fiction
Bill Gates with Nathan Myhrvol d and Peter Rinearson,15,Non-fiction
Bill Geist,3,Non-fiction
Bill Geist and Willie Geist,1,Non-fiction
Bill Gertz,13,Non-fiction
Bill Gifford,2,Non-fiction
Bill Janovitz,1,Non-fiction
Bill Kreutzmann with Benjy Eisen,1,Non-fiction
Bill M aher,7,Non-fiction
Bill Madden,5,Non-fiction
Bill Maher,15,Non-fiction
Bill Mauldin,52,Non-fiction
Bill McKibben,1,Non-fiction
Bill Moyers,34,Non-fiction
Bill Moyers. Edited by James Haba,2,Non-fiction
Bill Murray with George Pep er,4,Non-fiction
Bill Murray with George Pepe r,4,Non-fiction
Bill Nye,3,Non-fiction
Bill O'Reilly,88,Non-fiction
Bill O'Reilly and  Martin Dugard,2,Non-fiction
Bill O'Reilly and Bruce Feirstein,6,Non-fiction
Bill O'Reilly and Mar tin Dugard,1,Non-fiction
Bill O'Reilly and Mart in Dugard,31,Non-fiction
Bill O'Reilly and Martin  Dugard,20,Non-fiction
Bill O'Reilly and Martin Dug ard,20,Non-fiction
Bill O'Reilly and Martin Duga rd,132,Non-fiction
Bill O'Reilly and Martin Dugar d,71,Non-fiction
Bill O'Reilly and Martin Dugard,40,Non-fiction
Bill O'Reilly and Martin Dugard ,32,Non-fiction
"Bill O'Reilly. Broadway, $23.95.) The host of a cable",1,Non-fiction
Bill O’Reilly,47,Non-fiction
Bill O’Reilly ,12,Non-fiction
Bill O’Reilly and Martin Duga rd,1,Non-fiction
Bill O’Reilly and Martin Dugar d,1,Non-fiction
Bill Romanowski wi th Adam Schefter and,1,Non-fiction
Bill Russell and Taylor Branch,6,Non-fiction
Bill Russell with Alan Steinberg,1,Non-fiction
Bill Sammon,7,Non-fiction
Bill Sands,25,Non-fiction
Bill Simmons,9,Non-fiction
Bill Veeck,15,Non-fiction
Bill Walton,2,Non-fiction
Bill Zehme,2,Non-fiction
Bill Zehme with Mike Thomas,1,Non-fiction
Billie Burke,16,Non-fiction
Billie Eilish,2,Non-fiction
Billie Holiday and William  Dufty,2,Non-fiction
Billie Jean King with Johnette Howard  and Maryanne Vollers,1,Non-fiction
Billie Jean King with Johnette Howard and Maryanne Vollers,1,Non-fiction
Billy,15,Non-fiction
Billy Collins,4,Fiction
Billy Crystal,13,Non-fiction
Billy Dee Williams,2,Non-fiction
Billy Graham,57,Non-fiction
Billy Idol,1,Non-fiction
Billy Martin and Peter Golenbock,9,Non-fiction
Billy Rose,14,Non-fiction
Billy Walters with Armen Keteyian,3,Non-fiction
Bing Crosby,15,Non-fiction
Bing West,1,Non-fiction
Blair Bolles,5,Non-fiction
Blake Bailey,1,Non-fiction
Blake Crouch,6,Fiction
Blanche Wiesen Cook,15,Non-fiction
Bo Jackson and Dick Schaap,16,Non-fiction
Bo Schembechler and Mitch Albom,1,Non-fiction
Bo Schembechler and Mitch Alborn,7,Non-fiction
Bob  Mankoff,1,Non-fiction
Bob Barker with Digby Die hl,2,Non-fiction
Bob Considine,1,Non-fiction
Bob Costas,10,Non-fiction
Bob Cummings,6,Non-fiction
Bob Dole,5,Non-fiction
Bob Drury and Tom Clavin,1,Non-fiction
Bob Dylan,29,Non-fiction
Bob Grant,1,Non-fiction
Bob Greene,37,Non-fiction
Bob Hope,85,Non-fiction
Bob Hope with  Melv ille Shavelson,1,Non-fiction
Bob Hope with Dwayne  Netland,8,Non-fiction
Bob Hope with Dwayne Netland,13,Non-fiction
Bob Hope with Melv ille Shavelson,8,Non-fiction
Bob Hope with Melvi lle Shavelson,8,Non-fiction
Bob Kerrey,1,Non-fiction
Bob Klapisch and Paul Solo taroff,1,Non-fiction
Bob Knight with Bob Hammel,5,Non-fiction
Bob Odenkirk,2,Non-fiction
Bob Parsons with Laura Mor ton,1,Non-fiction
Bob Reisner and Hal Kapplow ,1,Non-fiction
Bob Schieffer,7,Non-fiction
Bob Spitz,8,Non-fiction
Bob Woodward,197,Non-fiction
Bob Woodward ,1,Non-fiction
Bob Woodward and Carl Bernstei n,29,Non-fiction
Bob Woodward and Robert Costa,9,Non-fiction
Bob Woodward and Scott Armstron g,9,Non-fiction
Bob Woodward and Scott Armstrong ,25,Non-fiction
Bobby Brown with Nick Chil es,1,Non-fiction
Bobby Brown with Nick Chile s,1,Non-fiction
Bobby Hall,1,Non-fiction
Bobby Murcer with Glen Waggo ner,1,Non-fiction
Bobby Orr,3,Non-fiction
Bon Jovi,1,Non-fiction
Bonnie Garmus,98,Fiction
Bono,13,Non-fiction
"Bono, the Edge, Adam Clayton and La rry Mullen Jr. with Neil",4,Non-fiction
"Bono, the Edge, Adam Clayton and La rry Mullen Jr. with Neil McCormick",1,Non-fiction
"Bono, the Edge, Adam Clayton and Lar ry Mullen Jr. with Neil",1,Non-fiction
Booth Tarkington,12,Fiction
Boris Pasternak,66,Fiction
Bosley Crowther,13,Non-fiction
Brad Meltzer,71,Fiction
Brad Meltzer and Josh  Mensch,1,Non-fiction
Brad Meltzer and Josh M ensch,2,Non-fiction
Brad Meltzer and Josh Me nsch,9,Non-fiction
Brad Meltzer and Josh Men sch,8,Non-fiction
Brad Meltzer and Josh Mensch,2,Non-fiction
Brad Meltzer and Tod Go ldberg,2,Fiction
Brad Meltzer and Tod Gol dberg,1,Fiction
Brad Meltzer with Keith Ferr ell,3,Non-fiction
Brad Smith and Carol Ann B rowne,1,Non-fiction
Brad Taylor,2,Fiction
Brad Thor,87,Fiction
Bradda Field,2,Fiction
Brandi Carlile,3,Non-fiction
Brandi Glanville with L eslie Bruce,1,Non-fiction
Brandi Glanville with Le slie Bruce,1,Non-fiction
Brandi Glanville with Leslie Bruce,1,Non-fiction
Brandon Sande rson,1,Fiction
Brandon Sanderson,22,Fiction
Brandon Stanton,58,Non-fiction
Brendan Behan,1,Non-fiction
Brendan Gill,17,Non-fiction
Brent Schlender and Rick  Tetzeli,1,Non-fiction
Brent Schlender and Rick Tetzeli,2,Non-fiction
Brent Underwood,1,Non-fiction
Brent Weeks,5,Fiction
Bret Baier and Catherine  Whitney,2,Non-fiction
Bret Baier with C atherine Whitney,1,Non-fiction
Bret Baier with Ca therine Whitney,2,Non-fiction
Bret Baier with Cath erine Whitney,1,Non-fiction
Bret Baier with Cathe rine Whitney,3,Non-fiction
Bret Baier with Cather ine Whitney,5,Non-fiction
Bret Baier with Catheri ne Whitney,8,Non-fiction
Bret Baier with Catherin e Whitney,1,Non-fiction
Bret Baier with Jim Mills,3,Non-fiction
Bret Easton Ellis,5,Fiction
Brett Butler,4,Non-fiction
Brett Easton Ellis,1,Fiction
Brett Favre and Bonita Favre with Chri s Havel,6,Non-fiction
Brett Favre and Bonita Favre with Chris  Havel,5,Non-fiction
Bri an Kilmeade and,3,Non-fiction
Bria n Kilmeade and,14,Non-fiction
Brian,12,Non-fiction
Brian Andrews an d Jeffrey Wilson,1,Fiction
Brian Baumgartner and Ben Silverman,4,Non-fiction
Brian Bosworth with Rick Reilly,10,Non-fiction
Brian Grazer and Charles Fish man,2,Non-fiction
Brian Grazer and Charles Fishm an,2,Non-fiction
Brian Greene,19,Non-fiction
Brian Herbert and  Kevin J. Anderson,3,Fiction
Brian Herbert and K evin J. Anderson,4,Fiction
Brian Herbert and Kevi n J. Anderson,3,Fiction
Brian Herbert and Kevin  J. Anderson,5,Fiction
Brian Herbert and Kevin J . Anderson,2,Fiction
Brian Herbert and Kevin J.  Anderson,3,Fiction
Brian Herbert and Kevin J. An derson,3,Fiction
Brian Herbert and Kevin J. Ande rson,1,Fiction
Brian Herbert and Kevin J. Anderson,6,Fiction
Brian Jacques,8,Fiction
Brian K ilmeade,8,Non-fiction
Brian Kil meade,1,Non-fiction
Brian Kilm eade,8,Non-fiction
Brian Kilmea de,1,Non-fiction
Brian Kilmead e and Don Yaeger,3,Non-fiction
Brian Kilmeade,14,Non-fiction
Brian Kilmeade  and Don Yaeger,15,Non-fiction
Brian Moylan,1,Non-fiction
Brian Stelter,3,Non-fiction
Brian Tyler Cohen,3,Non-fiction
Brian Welch,1,Non-fiction
Brian Wilson with Ben Gree nman,1,Non-fiction
Brian Windhorst and Dave McMenamin,1,Non-fiction
Brianna Madia,2,Non-fiction
Brie Bella and Nikki Bella,2,Non-fiction
Brigid Schulte,1,Non-fiction
Brit Bennett,51,Fiction
Britney Spears,20,Non-fiction
Brittney Griner with Michelle Bur ford,1,Non-fiction
Brooke Hayward,17,Non-fiction
Brooke Shields,6,Non-fiction
Bruce,19,Non-fiction
Bruce Campbell with Craig S anborn,1,Non-fiction
Bruce Campbell with Craig Sa nborn,1,Non-fiction
Bruce Catton,93,Non-fiction
Bruce Chatwin,6,Fiction
Bruce D. Perry and Opr ah Winfrey,30,Non-fiction
Bruce D. Perry and Opra h Winfrey,27,Non-fiction
Bruce Dickinson,1,Non-fiction
Bruce Feiler,26,Non-fiction
Bruce Jay Friedman,9,Fiction
Bruce Lancaster,11,Fiction
Bruce Lockhart,2,Non-fiction
Bruce Mar shall,22,Fiction
Bruce Marshall,11,Non-fiction
Bruce Schneier,2,Non-fiction
Bruce Springsteen,14,Non-fiction
Brunonia Barry,5,Fiction
Bryan  Burrough and Jo hn Helyar,2,Non-fiction
Bryan Burrough,3,Non-fiction
Bryan Burrough and Jo hn Helyar,3,Non-fiction
Bryan Burrough and Joh n Helyar,33,Non-fiction
"Bryan Burrough, Chris Tomli nson and Jason Stanford,",1,Non-fiction
Bryan Cranston,2,Non-fiction
Bryan Stevenson,1,Non-fiction
Brynne Weaver,1,Fiction
Budd Schulberg,47,Fiction
Burke Davis,14,Non-fiction
Burton J. Hendrick,1,Non-fiction
Burton Rascoe,2,Non-fiction
Busy Philipps,1,Non-fiction
Buzz Aldrin with Ken A braham,2,Non-fiction
Buzz Aldrin with Ken Abraham,1,Non-fiction
Buzz Bissinger,27,Non-fiction
C J. Box,2,Fiction
C. C. Furnas,1,Non-fiction
C. D. B. Bry an,2,Non-fiction
C. D. B. Brya n,1,Non-fiction
C. David Heymann,31,Non-fiction
C. J. Box,26,Fiction
C. Northcote Parkinson,50,Non-fiction
C. S. Forester,40,Fiction
C. S. Forrester,1,Fiction
C. V. R. Thompson,3,Non-fiction
C. Vivian Stringer with Laura T ucker,1,Non-fiction
C. Vivian Stringer with Laura Tucker,1,Non-fiction
C. Wright Mills,1,Non-fiction
C.J. Box,37,Fiction
C.J. Chivers,1,Non-fiction
C.L. Sulzberger,4,Non-fiction
C.P. Snow,27,Fiction
C.S. Fore ster,1,Fiction
C.S. Forester,68,Fiction
C.S. Lewis,4,Non-fiction
C.W. Ceram,52,Non-fiction
C.Y. Lee,11,Fiction
CBS News,6,Non-fiction
CNN,1,Non-fiction
Caitlin Doughty,3,Non-fiction
Caitlin Thomas,6,Non-fiction
Caitlyn Jenner with B uzz Bissinger,1,Non-fiction
Caitlyn Jenner with Bu zz Bissinger,1,Non-fiction
Cal Ripken Jr. and Mike Bryan,2,Non-fiction
Caleb Carr,36,Fiction
Calvin Tomki ns,2,Non-fiction
Calvin Tomkin s,7,Non-fiction
Calvin Trillin,25,Non-fiction
Cameron Hawley,89,Fiction
Cameron West,2,Non-fiction
Camille Paglia,1,Non-fiction
Candace Bushnell,26,Fiction
Candace Owens,9,Non-fiction
Candice Bergen,10,Non-fiction
Candice Millard,19,Non-fiction
Captain Eddie Rickenbacker ,3,Non-fiction
Captain Ted Lawson an d Robert,5,Non-fiction
Car l Van Doren,1,Non-fiction
Carissa Br oadbent,2,Fiction
Carissa Bro adbent,1,Fiction
Carissa Broa dbent,1,Fiction
Carl,3,Non-fiction
Carl A. Anderson and E duardo Chávez,1,Non-fiction
Carl A. Anderson and Ed uardo Chávez,1,Non-fiction
Carl Asher,5,Non-fiction
Carl Bernstein,1,Non-fiction
Carl Bernstein and B ob Woodward,1,Non-fiction
Carl Bernstein and Bo b Woodward,33,Non-fiction
Carl Bernstein and Marco Politi,1,Non-fiction
Carl Bernstein and Marco Politi ,2,Non-fiction
Carl Carmer,14,Non-fiction
Carl Crow,10,Non-fiction
Carl Hiaasen,92,Fiction
Carl Jonas,11,Fiction
Carl Mydans,1,Non-fiction
Carl Saga,1,Non-fiction
Carl Sagan,162,Non-fiction
Carl Sagan an d Ann Druyan,1,Non-fiction
Carl Sagan and Ann Druyan,8,Non-fiction
Carl Sandburg,71,Non-fiction
Carl T. Rowan,3,Non-fiction
Carl Van Doren,43,Non-fiction
Carleton Beals,1,Non-fiction
Carleton S. Coon,2,Non-fiction
Carli Lloyd and Wayn e Coffey,2,Non-fiction
Carlo Levi,4,Non-fiction
Carlo Rovelli,9,Non-fiction
Carlo Rovelli ,4,Non-fiction
Carlos Baker,20,Non-fiction
Carlos Castaneda,111,Non-fiction
Carlos Fuentes,1,Fiction
Carlos P. Rom ulo,3,Non-fiction
Carlos Ruiz Zaf ón,1,Fiction
Carlos Ruiz Zafon,1,Fiction
Carlos Ruiz Zafón,5,Fiction
Carly Fiorina,1,Non-fiction
Carly Simon,7,Non-fiction
Carmelo Antho ny with D,1,Non-fiction
Carmen Carter,4,Fiction
Carmen bin Ladin,6,Non-fiction
Carol Burnett,26,Non-fiction
Carol Green Wilson,2,Non-fiction
Carol Higgins Clark,5,Fiction
Carol J. Loomis,2,Non-fiction
Carol Leonnig,3,Non-fiction
Carol Leonnig and Philip R ucker,5,Non-fiction
Carol Leonnig and Philip Rucker,1,Non-fiction
Carol Roth,1,Non-fiction
Carol Saline and Sharon J . Wohlmuth,4,Non-fiction
Carol Saline and Sharon J. Wohlmuth,2,Non-fiction
Carol Saline. Photographs by Sharon J . Wohlmuth,24,Non-fiction
Carol Saline. Photographs by Sharon J. Wohlmuth,4,Non-fiction
Carole King,2,Non-fiction
Carole Radziwill,4,Non-fiction
Caroline Alexander,18,Non-fiction
Caroline Guild,3,Non-fiction
Caroline Kepnes,1,Fiction
Caroline Knapp,9,Non-fiction
Caroline Miller,9,Fiction
Caroline Myss,14,Non-fiction
Carolyn H ennesy,1,Fiction
Carolyn Jessop with Laura Palmer,10,Non-fiction
Carolyn Parkhurst,5,Fiction
Carrie Brownst ein,2,Non-fiction
Carrie Fisher,20,Non-fiction
Carson McCullers,22,Fiction
Cary Elwes with Joe Layden,13,Non-fiction
Caryl Chessman,20,Non-fiction
Casey Cep,4,Non-fiction
Casey McQuiston,1,Fiction
Casey Wilson,1,Non-fiction
Cass R. Sun stein,1,Non-fiction
Cassandra Clare,3,Fiction
Cassandra Peterson,2,Non-fiction
Cassidy Hutchinson,5,Non-fiction
Catherin e Drinker,15,Non-fiction
Catherine Coulter,91,Fiction
Catherine Coulter and J . T. Ellison,1,Fiction
Catherine Coulter and J.  T. Ellison,2,Fiction
Catherine Coulter and J.  T. Ellison,2,Fiction
Catherine Coulter and J.T. E llison,1,Fiction
Catherine Coulter and J.T. Elli son,2,Fiction
Catherine Coulter and J.T. Ellis on,1,Fiction
Catherine Coulter and J. T. Elli son,1,Fiction
Catherine Crier,1,Non-fiction
Catherine Crier with Cole Thom pson,2,Non-fiction
Catherine Crier with Cole Thomp son,5,Non-fiction
Catherine Drinker Bowen,43,Non-fiction
Catherine Drinker Bowen ,8,Non-fiction
Catherine Drinker Bowen and Barb ara von Meck,3,Non-fiction
Catherine Marshal l,18,Non-fiction
Catherine Marshall,241,Non-fiction
Catherine Mi llet,5,Non-fiction
Catherine Mil let,4,Non-fiction
Catherine Newman,5,Fiction
Catherine Raven,1,Non-fiction
Catherine Steadman,5,Fiction
Cathleen Sc hine,1,Fiction
Cathleen Sch ine,1,Fiction
Cavan Scott,1,Fiction
Cecil Brown,16,Non-fiction
Cecil Roberts,1,Fiction
Cecil St. Laurent,1,Fiction
Cecil Woodham-Smith,45,Non-fiction
Cecile Richards with Lauren Pet erson,1,Non-fiction
Cecile Richards with Lauren Pete rson,2,Non-fiction
Cecilia Blomdahl,1,Non-fiction
Cecy Robson,1,Fiction
Celeste Ng,57,Fiction
Chad Harbach,9,Fiction
Chadwick Moore,3,Non-fiction
Chaim Potok,104,Fiction
Chaim Weizmann,13,Non-fiction
Chalmers Johnson,1,Non-fiction
Chandler Baker,2,Fiction
Chanel Miller,4,Non-fiction
Chang-rae Lee,1,Fiction
Chapo Trap Hous e,1,Non-fiction
Charan Ranganath,2,Non-fiction
Charlaine Ha rris,1,Fiction
Charlaine Har ris,1,Fiction
Charlaine Harris,75,Fiction
Charlamagne Tha God,7,Non-fiction
Charles A. Lindbergh,15,Non-fiction
Charles A. Moose and C harles Fleming,1,Non-fiction
Charles A. Moose and Charles Fleming,1,Non-fiction
Charles A. Willoughby,1,Non-fiction
Charles A. and Mary Bea rd,10,Non-fiction
Charles Allen Smart,1,Non-fiction
Charles Barkle y. Edited by Michael,8,Non-fiction
Charles Barkley . Edited by Michael,1,Non-fiction
Charles Bea rd,11,Non-fiction
Charles Berlitz,40,Non-fiction
Charles Bock,1,Fiction
Charles Bracelen Flood,24,Fiction
Charles C. Mann,10,Non-fiction
Charles Chaplin,21,Non-fiction
Charles Dickens,1,Non-fiction
Charles Duhigg,42,Non-fiction
Charles E. Israel,1,Fiction
Charles E. Mercer,7,Fiction
Charles E. Silberm an,4,Non-fiction
Charles E. Silberma n,6,Non-fiction
Charles E. Silberman,1,Non-fiction
Charles E. Silberman ,1,Non-fiction
Charles Fishman,1,Non-fiction
Charles Frazier,76,Fiction
Charles G. Norris,6,Fiction
Charles Gasparino,1,Non-fiction
